iter	MultiClass
200	0.4235140399
201	0.4233659878
202	0.4230356811
203	0.4228116225
204	0.422695295
205	0.4224883838
206	0.4222632784
207	0.4218617696
208	0.4216350402
209	0.4214147082
210	0.4212316435
211	0.4210858462
212	0.4209114813
213	0.4206352394
214	0.4204334603
215	0.4202522734
216	0.4200134437
217	0.419808636
218	0.4197062134
219	0.4194745185
220	0.4193146891
221	0.4190164344
222	0.4188754879
223	0.4185903609
224	0.4184108205
225	0.4182298367
226	0.4180358448
227	0.4179008362
228	0.4177063428
229	0.417490512
230	0.4173892165
231	0.4171596492
232	0.4169697702
233	0.4167448819
234	0.4164988703
235	0.4162205925
236	0.4160080861
237	0.4158731733
238	0.4155191629
239	0.4153130597
240	0.4151346843
241	0.4149713145
242	0.4146677922
243	0.41446574
244	0.4143569147
245	0.4141937483
246	0.4139891206
247	0.4137807061
248	0.4135887098
249	0.4133957009
250	0.4131899203
251	0.4129820512
252	0.4128569948
253	0.4126615725
254	0.4123314239
255	0.4121235433
256	0.4118327936
257	0.4116348517
258	0.4114495284
259	0.4112432883
260	0.4110771749
261	0.410978905
262	0.4108750472
263	0.4106556203
264	0.4104548603
265	0.4102414068
266	0.4099739688
267	0.4097308482
268	0.409667933
269	0.4095069066
270	0.4093924067
271	0.4091595496
272	0.4089569468
273	0.4088094317
274	0.4085932058
275	0.4084607786
276	0.4083401978
277	0.4082241275
278	0.4081515564
279	0.4079206915
280	0.4077850075
281	0.4076142593
282	0.4075247027
283	0.4074467794
284	0.4072010201
285	0.4070881377
286	0.4069512681
287	0.4067879977
288	0.406634101
289	0.4064749023
290	0.4060955536
291	0.4059983846
292	0.4057594282
293	0.4056905506
294	0.405434822
295	0.4052303559
296	0.4051032333
297	0.4049107998
298	0.4047386003
299	0.4046076848
300	0.4044202828
301	0.4043060108
302	0.404128462
303	0.4039922656
304	0.4038032632
305	0.4036715316
306	0.4035738713
307	0.4034549765
308	0.4032589418
309	0.403166787
310	0.4029551191
311	0.4028155053
312	0.4026229682
313	0.4024861509
314	0.4022283004
315	0.4021154902
316	0.4020207921
317	0.4018682218
318	0.4016948849
319	0.4015059129
320	0.4013535942
321	0.4012536919
322	0.4010386642
323	0.4007664948
324	0.4005670752
325	0.4004652234
326	0.4003440487
327	0.4002311308
328	0.4000216042
329	0.3998879138
330	0.3997431156
331	0.3996294849
332	0.399467008
333	0.3993057543
334	0.3992502733
335	0.3990571246
336	0.3988840597
337	0.3987087972
338	0.3985996832
339	0.3984300625
340	0.3981958158
341	0.3980006824
342	0.3978585477
343	0.3977061503
344	0.397586651
345	0.3973975486
346	0.3972862437
347	0.3972046071
348	0.3971539704
349	0.3970054226
350	0.3967956987
351	0.3966038082
352	0.396527672
353	0.3964514569
354	0.3961919074
355	0.3960589857
356	0.395946428
357	0.3957629521
358	0.3957149772
359	0.3955907186
360	0.3954690606
361	0.3952972938
362	0.3951336007
363	0.3950602898
364	0.3948628563
365	0.394749479
366	0.3945739702
367	0.3944515927
368	0.3943090617
369	0.3941074128
370	0.3938862085
371	0.3937887234
372	0.3936724497
373	0.393503468
374	0.3933304563
375	0.3932405383
376	0.3930680587
377	0.3929364256
378	0.3928407223
379	0.3927081076
380	0.3926424696
381	0.3924657193
382	0.3923144116
383	0.3920866988
384	0.3918832491
385	0.3917712779
386	0.391654069
387	0.3914816099
388	0.3913414441
389	0.391211076
390	0.3911670492
391	0.3910819107
392	0.3909076269
393	0.3907681576
394	0.3907318048
395	0.3905957809
396	0.3905132432
397	0.3903014269
398	0.3901972459
399	0.3900515226
400	0.3899426882
401	0.3897715579
402	0.3897226435
403	0.3896009848
404	0.3894997972
405	0.3893707974
406	0.3892106573
407	0.3890689935
408	0.3889850803
409	0.3888628314
410	0.388600031
411	0.3884737507
412	0.388367781
413	0.3882411048
414	0.3881489408
415	0.388061145
416	0.3879606884
417	0.3876824576
418	0.387558058
419	0.3873631114
420	0.38728737
421	0.3870677193
422	0.3869170791
423	0.386823002
424	0.3866139658
425	0.3864704858
426	0.3863360701
427	0.3862181169
428	0.3860798228
429	0.3858961683
430	0.3858516419
431	0.3857102404
432	0.3856163033
433	0.3855162912
434	0.3854322917
435	0.3852920675
436	0.3851442284
437	0.3850231908
438	0.3849301139
439	0.3847141837
440	0.38458805
441	0.3844167284
442	0.3843045148
443	0.3842093805
444	0.3841091784
445	0.3839954018
446	0.3839397566
447	0.3838378986
448	0.3836132628
449	0.3834968294
450	0.3832641514
451	0.3831697595
452	0.3830439137
453	0.3828737023
454	0.3827513866
455	0.3826523114
456	0.3824820137
457	0.3823146315
458	0.3822852696
459	0.3821518097
460	0.3820688304
461	0.3819210912
462	0.3817798624
463	0.3816824943
464	0.3814223665
465	0.3813509522
466	0.3812496386
467	0.3811503986
468	0.3810377664
469	0.3809972147
470	0.3808878564
471	0.3808151415
472	0.3807235538
473	0.3804847504
474	0.3803633127
475	0.3801681558
476	0.3799766495
477	0.3798837398
478	0.3797529065
479	0.3797075485
480	0.3795982468
481	0.3795283303
482	0.3793340691
483	0.3792337511
484	0.3790775064
485	0.3789524195
486	0.3788017917
487	0.3786768695
488	0.3786314119
489	0.3785186339
490	0.378440107
491	0.3783563965
492	0.3782917918
493	0.3781394378
494	0.3780420127
495	0.3779877532
496	0.3778838125
497	0.3777296123
498	0.3776074604
499	0.3774720652
500	0.3773515442
501	0.3772423749
502	0.3771006346
503	0.3769838896
504	0.3768292616
505	0.376740293
506	0.3765830247
507	0.37651346
508	0.3764016086
509	0.3762479546
510	0.3761064687
511	0.3759251059
512	0.3758633744
513	0.3757448327
514	0.375566396
515	0.3754613735
516	0.3753323131
517	0.3752605544
518	0.375198015
519	0.3750829015
520	0.3750401805
521	0.3750027465
522	0.3748763553
523	0.3748083988
524	0.3746859504
525	0.3746152547
526	0.3744137981
527	0.3742589909
528	0.3741844294
529	0.3739981223
530	0.3737708546
531	0.3736811112
532	0.3736002656
533	0.3734865505
534	0.3734031463
535	0.3732550109
536	0.3731782801
537	0.3730472755
538	0.3729619316
539	0.3727942
540	0.3727270431
541	0.3725581512
542	0.3724454522
543	0.3723790676
544	0.3722571446
545	0.3720977155
546	0.3719309652
547	0.3718268176
548	0.3717399047
549	0.3716039002
550	0.3715429915
551	0.3714244485
552	0.3713615427
553	0.371229396
554	0.3711164538
555	0.3709944504
556	0.3708069695
557	0.3707210955
558	0.3706298636
559	0.3705372631
560	0.3704322823
561	0.3702572497
562	0.3701976722
563	0.3700995441
564	0.3699369748
565	0.3697933077
566	0.3697324728
567	0.3696864435
568	0.369561385
569	0.3694772874
570	0.3693592607
571	0.3692592099
572	0.3691547546
573	0.3689878577
574	0.3689286487
575	0.3688718771
576	0.3687827958
577	0.3686409485
578	0.3685540372
579	0.3684866699
580	0.3684065895
581	0.3683124185
582	0.3681751273
583	0.3680364466
584	0.3679277672
585	0.3678614272
586	0.3677671359
587	0.3676407606
588	0.367497609
589	0.3673174473
590	0.367181011
591	0.3669155797
592	0.3667886419
593	0.3667289725
594	0.3666501643
595	0.3665572947
596	0.366388632
597	0.3662920102
598	0.3661209234
599	0.3659411432
600	0.3657246428
601	0.3656377769
602	0.36547857
603	0.3653389712
604	0.3652023658
605	0.3650725622
606	0.3650083406
607	0.3648779683
608	0.3647760401
609	0.36467162
610	0.3645577531
611	0.364448763
612	0.3643814098
613	0.3642052044
614	0.3640937395
615	0.3639323261
616	0.3638352643
617	0.3637203531
618	0.3635359788
619	0.3634565648
620	0.3634283582
621	0.3633178737
622	0.3631677058
623	0.3630461532
624	0.3629019692
625	0.3627741022
626	0.3626871609
627	0.3625862758
628	0.3624891021
629	0.3624011994
630	0.3623137929
631	0.3622617008
632	0.3621158813
633	0.3620245081
634	0.3618774828
635	0.3617154254
636	0.3616233392
637	0.3615591065
638	0.3614824567
639	0.361356514
640	0.3612243593
641	0.3611201815
642	0.3610622824
643	0.360970011
644	0.3608859975
645	0.3607408805
646	0.3607109188
647	0.3605775784
648	0.3603970579
649	0.3602823474
650	0.3601360665
651	0.3599987438
652	0.3598887101
653	0.359806159
654	0.35964119
655	0.3594127761
656	0.3592422096
657	0.3591981717
658	0.3590600037
659	0.3589298053
660	0.3588295212
661	0.3586070707
662	0.3583875039
663	0.3583346371
664	0.3582318961
665	0.3580241702
666	0.3579261635
667	0.3578817989
668	0.3577511315
669	0.357657186
670	0.3575851039
671	0.3574215663
672	0.357318113
673	0.3571773025
674	0.3570422649
675	0.3569478847
676	0.3568147672
677	0.3566412791
678	0.3564767656
679	0.3563302513
680	0.3562111828
681	0.356177566
682	0.3560775212
683	0.3560178449
684	0.3559175335
685	0.3558087562
686	0.3557182911
687	0.3556180972
688	0.3554568915
689	0.3553874552
690	0.3552246148
691	0.3551563683
692	0.3550532149
693	0.3550195678
694	0.3549331687
695	0.3548481459
696	0.3547327627
697	0.3546714419
698	0.3546010506
699	0.3545176082
700	0.3544056921
701	0.3542757463
702	0.3541771088
703	0.3541029763
704	0.3539646335
705	0.3538566121
706	0.3536678793
707	0.3536356731
708	0.353527568
709	0.3534142986
710	0.3533845036
711	0.3532639049
712	0.3531621492
713	0.3529557292
714	0.3527565369
715	0.3526587058
716	0.352600251
717	0.352441839
718	0.352342735
719	0.3521657638
720	0.3521519387
721	0.3519890784
722	0.3519568182
723	0.3517947572
724	0.3516732586
725	0.3514909203
726	0.3514014338
727	0.3512701746
728	0.3511784456
729	0.3510310886
730	0.3509525878
731	0.3508793534
732	0.3508177092
733	0.3507393301
734	0.3507065069
735	0.3506089568
736	0.3504884619
737	0.3504144263
738	0.3503249727
739	0.3502650588
740	0.3502363641
741	0.350180501
742	0.3500858266
743	0.3500147676
744	0.3498843949
745	0.349797422
746	0.3497344739
747	0.3496227893
748	0.3495661347
749	0.3494124859
750	0.349249563
751	0.3491720597
752	0.3490632919
753	0.3490293748
754	0.3488881505
755	0.3487864978
756	0.348714801
757	0.3485901446
758	0.3484942195
759	0.348406099
760	0.3483022552
761	0.3482075736
762	0.3481327448
763	0.3480464365
764	0.3480195417
765	0.3479186748
766	0.3477649094
767	0.3477003397
768	0.3476900241
769	0.3475650117
770	0.3474276221
771	0.3473566542
772	0.3471969616
773	0.3470896254
774	0.3468925331
775	0.3467551814
776	0.3466502508
777	0.3465279823
778	0.3463942454
779	0.3462501653
780	0.3461509113
781	0.3459873433
782	0.3458854706
783	0.3457375014
784	0.3456664327
785	0.345626772
786	0.3455016747
787	0.345409113
788	0.345320122
789	0.3452570894
790	0.3451724673
791	0.3450119544
792	0.3448181393
793	0.344730497
794	0.3446104274
795	0.3444919884
796	0.3444213548
797	0.3443008215
798	0.344226465
799	0.3441088333
800	0.3440253764
801	0.3439562122
802	0.3438339857
803	0.343777948
804	0.3437423333
805	0.3436542027
806	0.3435151372
807	0.3434574955
808	0.3433721334
809	0.3432255036
810	0.3430923847
811	0.342945583
812	0.3427341206
813	0.3425925122
814	0.3424832787
815	0.3423909088
816	0.3422499099
817	0.3421409045
818	0.3421144334
819	0.3420570706
820	0.3420341322
821	0.3419491333
822	0.3419207701
823	0.3418990836
824	0.3418285332
825	0.3418071559
826	0.3417815629
827	0.3416713378
828	0.3415650835
829	0.3415110499
830	0.3414829088
831	0.3413838519
832	0.3413231507
833	0.3412685188
834	0.3411504448
835	0.3409731952
836	0.3408613604
837	0.3407686702
838	0.3406702421
839	0.3405032273
840	0.3404908759
841	0.3403562836
842	0.3403298042
843	0.3402501634
844	0.3401762985
845	0.3401151973
846	0.340092665
847	0.3399764128
848	0.3398692584
849	0.3397369484
850	0.33961988
851	0.3394762505
852	0.339380492
853	0.3392302828
854	0.3391420889
855	0.3390745213
856	0.3390476831
857	0.3390304862
858	0.338953236
859	0.3389069696
860	0.3387379988
861	0.3385067914
862	0.3383085636
863	0.3382217161
864	0.3381045617
865	0.3380443996
866	0.3379567616
867	0.3379263506
868	0.3378395225
869	0.3377772316
870	0.33771488
871	0.3375802234
872	0.337476344
873	0.337375058
874	0.3372879074
875	0.3372398227
876	0.3371673715
877	0.3370855598
878	0.3370034156
879	0.3369422894
880	0.3368559023
881	0.3368157958
882	0.3367212652
883	0.3365324661
884	0.3364867317
885	0.336286333
886	0.3361164116
887	0.3360287087
888	0.3359905281
889	0.3358976934
890	0.3358184765
891	0.3357118389
892	0.335549837
893	0.3354455081
894	0.3353774992
895	0.3352395639
896	0.3350772327
897	0.3349350286
898	0.3348162631
899	0.3347735764
900	0.3346366938
901	0.3346028692
902	0.334527187
903	0.3344748094
904	0.334422724
905	0.3343245048
