iter	MultiClass
258	0.3012036196
259	0.3010749515
260	0.3006134547
261	0.3005070051
262	0.3001404156
263	0.2999287973
264	0.2997180976
265	0.2994121886
266	0.2992093938
267	0.2989562775
268	0.2988170951
269	0.2985464468
270	0.2983646949
271	0.2981454807
272	0.2978591972
273	0.2974432242
274	0.2971345865
275	0.2968850337
276	0.2965453632
277	0.2961038431
278	0.2959199593
279	0.2955767811
280	0.2953171144
281	0.2949416556
282	0.2945907808
283	0.2943739262
284	0.2940919681
285	0.2939063092
286	0.2937904308
287	0.2933957474
288	0.2929821997
289	0.2928380172
290	0.2925447781
291	0.2924645078
292	0.2921775619
293	0.2920733027
294	0.2918418019
295	0.2915018059
296	0.2911948731
297	0.2910369418
298	0.2908218037
299	0.2906240352
300	0.2903429003
301	0.2899700242
302	0.2894299846
303	0.2891131295
304	0.2888471906
305	0.2887005031
306	0.2883911331
307	0.2882844262
308	0.2879485187
309	0.2878008917
310	0.2876264718
311	0.2872877341
312	0.2872429159
313	0.2871245704
314	0.286998261
315	0.286796111
316	0.2865514236
317	0.2864326008
318	0.2861872972
319	0.2857764195
320	0.2856607294
321	0.2854320701
322	0.2852420854
323	0.2850549637
324	0.2846361163
325	0.2845629838
326	0.2842533875
327	0.2840557409
328	0.283876423
329	0.2837081094
330	0.2834126942
331	0.2831624796
332	0.2829847868
333	0.2827555584
334	0.2826421001
335	0.2825089254
336	0.282024057
337	0.2817973881
338	0.2817074688
339	0.2814755071
340	0.2811609061
341	0.2808588414
342	0.2806692658
343	0.2804036866
344	0.2802134375
345	0.27991362
346	0.2795875134
347	0.2792433691
348	0.2790623635
349	0.2789159785
350	0.278628107
351	0.2783606909
352	0.278131907
353	0.2779507202
354	0.2776649419
355	0.2774425323
356	0.2772610753
357	0.277044382
358	0.276851462
359	0.2765925247
360	0.2764524011
361	0.2761623553
362	0.2759474283
363	0.2758434074
364	0.2755614833
365	0.2752643568
366	0.2751362654
367	0.2749464877
368	0.2746302066
369	0.2743083089
370	0.2741363513
371	0.2739299992
372	0.27371255
373	0.2734653124
374	0.2732704876
375	0.2729397396
376	0.2726973543
377	0.2725161041
378	0.2723905009
379	0.272064388
380	0.2719752448
381	0.271861736
382	0.2717096792
383	0.2716363634
384	0.2714484034
385	0.2713208331
386	0.2711745018
387	0.2709731182
388	0.2707154009
389	0.2703222602
390	0.2701820708
391	0.2700853589
392	0.2698368813
393	0.2696257944
394	0.2692601899
395	0.2691030043
396	0.2688014812
397	0.2686027759
398	0.268321823
399	0.2681601131
400	0.2680897191
401	0.2679813661
402	0.2677859314
403	0.2674458746
404	0.2671887473
405	0.2668865234
406	0.2666825239
407	0.2663328949
408	0.2661103475
409	0.2658435354
410	0.2654513202
411	0.2652667979
412	0.2649630521
413	0.2648438888
414	0.2644494342
415	0.2642622791
416	0.2639409646
417	0.2637929236
418	0.2636677838
419	0.2634632486
420	0.2633845558
421	0.2632409028
422	0.2630365971
423	0.262943781
424	0.2627513987
425	0.2626404476
426	0.2624587281
427	0.2621985805
428	0.2620726783
429	0.2619029839
430	0.2616610998
431	0.2614517281
432	0.2612104913
433	0.2609118172
434	0.260747772
435	0.2606287389
436	0.2604569809
437	0.2603022371
438	0.2601268883
